PRODUTO;NOME_GENERICO;NOME_MEDICAMENTO;QUANTIDADE;FAIXA_ETARIA;REG_INFARMED;AREA_TERAPEUTICA;LOTE;Dosagem;TEMPERATURA;PRECO;ADMINISTRACAO;RECEITA;GENERICO;FORMATO
1083;Atorvastatina;Atorvastatina Kalcor 40 mg Comprimidos;1;4;435299799;17;;40 mg;1;61,00;2;1;1;56
1084;Atorvastatina;Atorvastatina Kalcor 80 mg Comprimidos;9;2;33951704;17;;80 mg;5;62,00;2;1;1;56
1085;Atorvastatina;Atorvastatina Krevalin;6;7;762140963;16;;10 mg;7;71,00;2;1;1;56
1086;Atorvastatina;Atorvastatina Krevalin;8;11;172664610;16;;20 mg;7;88,00;2;1;1;56
1087;Atorvastatina;Atorvastatina Krevalin;15;7;741600507;18;;40 mg;0;142,00;2;1;1;56
1088;Atorvastatina;Atorvastatina Krka;11;8;557736508;15;;10 mg;2;122,00;2;1;1;56
1089;Atorvastatina;Atorvastatina Krka;11;4;590563962;18;;20 mg;1;77,00;2;1;1;56
1090;Atorvastatina;Atorvastatina Krka;15;1;66915423;10;;40 mg;2;19,00;2;1;1;56
1091;Atorvastatina;Atorvastatina Mepha;14;2;701752567;14;;10 mg;4;121,00;2;1;1;56
1092;Atorvastatina;Atorvastatina Mepha;12;2;981885735;11;;20 mg;5;89,00;2;1;1;56
1093;Atorvastatina;Atorvastatina Mepha;12;0;556045908;3;;40 mg;0;87,00;2;1;1;56
1094;Atorvastatina;Atorvastatina Mepha;15;6;146978003;10;;80 mg;0;132,00;2;1;1;56
1095;Atorvastatina;Atorvastatina Mer;5;11;607288037;20;;10 mg;1;149,00;2;1;1;56
1096;Atorvastatina;Atorvastatina Mer;12;6;656800466;0;;20 mg;6;14,00;2;1;1;56
1097;Atorvastatina;Atorvastatina Mer;1;6;552475089;19;;40 mg;6;109,00;2;1;1;56
1098;Atorvastatina;Atorvastatina Nermitil;2;3;936690662;5;;10 mg;6;10,00;2;1;1;56
1099;Atorvastatina;Atorvastatina Nermitil;3;5;700921645;6;;20 mg;0;89,00;2;1;1;56
1100;Atorvastatina;Atorvastatina Nermitil;10;7;559503654;9;;40 mg;3;35,00;2;1;1;56
1101;Atorvastatina;Atorvastatina Nermitil;6;10;317379663;5;;80 mg;2;42,00;2;1;1;56
1102;Atorvastatina;Atorvastatina Norpharm;7;4;907454512;5;;10 mg;4;129,00;2;1;1;56
1103;Atorvastatina;Atorvastatina Norpharm;14;11;729884733;8;;20 mg;4;36,00;2;1;1;56
1104;Atorvastatina;Atorvastatina Norpharm;10;11;519134714;20;;40 mg;1;82,00;2;1;1;56
1105;Atorvastatina;Atorvastatina Nutna;15;7;341691803;10;;10 mg;7;116,00;2;1;1;56
1106;Atorvastatina;Atorvastatina Nutna;11;2;863903004;18;;20 mg;0;107,00;2;1;1;56
1107;Atorvastatina;Atorvastatina Nutna;10;8;714397932;7;;40 mg;5;37,00;2;1;1;56
1108;Atorvastatina;Atorvastatina Ocram;7;7;671733584;2;;10 mg;2;90,00;2;1;1;56
1109;Atorvastatina;Atorvastatina Ocram;15;2;826155870;0;;20 mg;1;63,00;2;1;1;56
1110;Atorvastatina;Atorvastatina Ocram;10;1;997185530;5;;40 mg;1;21,00;2;1;1;56
1111;Atorvastatina;Atorvastatina Ocram;5;0;919386402;18;;80 mg;4;45,00;2;1;1;56
1112;Atorvastatina;Atorvastatina Parke-Davis;5;10;87636050;15;;10 mg;5;116,00;2;1;1;53
1113;Atorvastatina;Atorvastatina Parke-Davis;7;1;365443420;7;;20 mg;0;1,00;2;1;1;53
1114;Atorvastatina;Atorvastatina Parke-Davis;4;3;378219595;7;;40 mg;4;45,00;2;1;1;53
1115;Atorvastatina;Atorvastatina Parke-Davis;9;4;715734167;4;;5 mg;4;142,00;2;1;1;53
1116;Atorvastatina;Atorvastatina Parke-Davis;2;2;123327430;2;;10 mg;3;104,00;2;1;1;56
1117;Atorvastatina;Atorvastatina Parke-Davis;5;7;857039850;5;;20 mg;4;132,00;2;1;1;56
1118;Atorvastatina;Atorvastatina Parke-Davis;12;2;322674411;20;;40 mg;7;149,00;2;1;1;56
1119;Atorvastatina;Atorvastatina Parke-Davis;4;8;329846384;1;;80 mg;3;83,00;2;1;1;56
1120;Atorvastatina;Atorvastatina Pharmakern;14;4;455010861;2;;10 mg;1;121,00;2;1;1;56
1121;Atorvastatina;Atorvastatina Pharmakern;13;6;675402747;16;;20 mg;3;41,00;2;1;1;56
1122;Atorvastatina;Atorvastatina Pharmakern;11;2;824874727;19;;40 mg;0;31,00;2;1;1;56
1123;Atorvastatina;Atorvastatina Ranbaxy;7;8;943794473;0;;10 mg;3;28,00;2;1;1;56
1124;Atorvastatina;Atorvastatina Ranbaxy;11;2;51876412;18;;20 mg;5;105,00;2;1;1;56
1125;Atorvastatina;Atorvastatina Ranbaxy;3;0;754981053;0;;40 mg;6;37,00;2;1;1;56
1126;Atorvastatina;Atorvastatina Ranbaxy;3;8;183109769;8;;80 mg;0;93,00;2;1;1;56
1127;Atorvastatina;Atorvastatina Sandoz;8;0;410767387;19;;10 mg;2;110,00;2;1;1;56
1128;Atorvastatina;Atorvastatina Sandoz;6;0;944792083;2;;20 mg;2;106,00;2;1;1;56
1129;Atorvastatina;Atorvastatina Sandoz;1;4;748630418;20;;40 mg;5;81,00;2;1;1;56
1130;Atorvastatina;Atorvastatina Sandoz;3;8;957180540;1;;80 mg;0;1,00;2;1;1;56
1131;Atorvastatina;Atorvastatina Savrota;6;9;810573101;8;;10 mg;3;16,00;2;1;1;56
1132;Atorvastatina;Atorvastatina Savrota;4;7;896851484;7;;20 mg;5;50,00;2;1;1;56
1133;Atorvastatina;Atorvastatina Savrota;4;10;102684183;3;;40 mg;5;16,00;2;1;1;56
1134;Atorvastatina;Atorvastatina Savrota;11;8;472780693;6;;80 mg;7;94,00;2;1;1;56
1135;Atorvastatina;Atorvastatina Stelma;14;11;519564283;3;;10 mg;0;75,00;2;1;1;56
1136;Atorvastatina;Atorvastatina Stelma;11;1;2585015;4;;20 mg;6;94,00;2;1;1;56
1137;Atorvastatina;Atorvastatina Stelma;9;5;816286908;1;;40 mg;3;54,00;2;1;1;56
1138;Atorvastatina;Atorvastatina Tarmitir;1;1;208769652;10;;10 mg;2;17,00;2;1;1;56
1139;Atorvastatina;Atorvastatina Tarmitir;5;2;686514627;1;;20 mg;1;115,00;2;1;1;56
1140;Atorvastatina;Atorvastatina Tarmitir;4;8;917653489;5;;40 mg;6;40,00;2;1;1;56
1141;Atorvastatina;Atorvastatina Tarmitir;8;5;869463337;0;;80 mg;4;56,00;2;1;1;56
1142;Atorvastatina;Atorvastatina Tavitan;14;5;184466206;14;;10 mg;2;114,00;2;1;1;56
1143;Atorvastatina;Atorvastatina Tavitan;7;11;184357623;15;;20 mg;6;146,00;2;1;1;56
1144;Atorvastatina;Atorvastatina Tavitan;3;3;498993172;4;;40 mg;5;139,00;2;1;1;56
1145;Atorvastatina;Atorvastatina Tavitan;11;6;555656066;9;;80 mg;2;141,00;2;1;1;56
1146;Atorvastatina;Atorvastatina Telvarte;4;10;324695986;2;;10 mg;4;93,00;2;1;1;56
1147;Atorvastatina;Atorvastatina Telvarte;4;8;658605283;19;;20 mg;5;55,00;2;1;1;56
1148;Atorvastatina;Atorvastatina Telvarte;15;2;136205487;8;;40 mg;4;144,00;2;1;1;56
1149;Atorvastatina;Atorvastatina Telvarte;15;5;829047621;11;;80 mg;3;25,00;2;1;1;56
1150;Atorvastatina;Atorvastatina Teva;7;11;835175447;2;;10 mg;5;87,00;2;1;1;56
1151;Atorvastatina;Atorvastatina Teva;8;2;758102078;10;;20 mg;7;63,00;2;1;1;56
1152;Atorvastatina;Atorvastatina Teva;14;4;25315987;16;;40 mg;4;121,00;2;1;1;56
1153;Atorvastatina;Atorvastatina Teva;11;2;493875264;12;;80 mg;0;54,00;2;1;1;56
1154;Atorvastatina;Atorvastatina Torv;12;0;239099999;2;;10 mg;1;81,00;2;1;1;56
1155;Atorvastatina;Atorvastatina Torv;14;4;199520041;14;;20 mg;7;59,00;2;1;1;56
1156;Atorvastatina;Atorvastatina Torv;2;2;765456428;16;;40 mg;3;144,00;2;1;1;56
1157;Atorvastatina;Atorvastatina Torv;15;3;309510135;10;;80 mg;0;7,00;2;1;1;56
1158;Atorvastatina;Atorvastatina Triangor;8;3;557318309;17;;10 mg;3;81,00;2;1;1;56
1159;Atorvastatina;Atorvastatina Triangor;8;4;826458467;19;;20 mg;7;73,00;2;1;1;56
1160;Atorvastatina;Atorvastatina Triangor;9;8;130361912;6;;40 mg;6;81,00;2;1;1;56
1161;Atorvastatina;Atorvastatina Triangor;11;9;668760339;11;;80 mg;5;121,00;2;1;1;56
1162;Atorvastatina;Atorvastatina Vartrual;10;1;213524688;19;;10 mg;3;119,00;2;1;1;56
1163;Atorvastatina;Atorvastatina Vartrual;3;6;528568639;10;;20 mg;7;99,00;2;1;1;56
1164;Atorvastatina;Atorvastatina Vartrual;15;0;103925856;20;;40 mg;2;145,00;2;1;1;56
1165;Atorvastatina;Atorvastatina Vartrual;12;3;139652354;2;;80 mg;3;127,00;2;1;1;56
1166;Atorvastatina;Atorvastatina Vastor;8;4;886432327;19;;10 mg;6;67,00;2;1;1;56
1167;Atorvastatina;Atorvastatina Vastor;14;11;694335681;20;;20 mg;3;2,00;2;1;1;56
1168;Atorvastatina;Atorvastatina Vastor;3;2;19633661;3;;40 mg;4;132,00;2;1;1;56
1169;Atorvastatina;Atorvastatina Vastor;11;4;623544002;4;;80 mg;2;16,00;2;1;1;56
1170;Atorvastatina;Atorvastatina Vatermi;2;6;819277645;9;;10 mg;2;119,00;2;1;1;56
1171;Atorvastatina;Atorvastatina Vatermi;14;4;499043139;16;;20 mg;5;130,00;2;1;1;56
1172;Atorvastatina;Atorvastatina Vatermi;6;7;333384598;0;;40 mg;7;94,00;2;1;1;56
1173;Atorvastatina;Atorvastatina Vatermi;8;2;498901202;14;;80 mg;5;88,00;2;1;1;56
1174;Atorvastatina;Atorvastatina Vestirnur;15;5;221527159;18;;10 mg;1;17,00;2;1;1;56
1175;Atorvastatina;Atorvastatina Vestirnur;7;2;631426267;16;;20 mg;4;68,00;2;1;1;56
1176;Atorvastatina;Atorvastatina Vestirnur;5;8;257857384;11;;40 mg;5;36,00;2;1;1;56
1177;Atorvastatina;Atorvastatina Vestirnur;4;11;271031607;7;;80 mg;3;3,00;2;1;1;56
1178;Atorvastatina;Atorvastatina Winthrop;9;9;895413962;10;;10 mg;2;140,00;2;1;1;56
1179;Atorvastatina;Atorvastatina Winthrop;5;6;340670230;6;;20 mg;0;99,00;2;1;1;56
1180;Atorvastatina;Atorvastatina Winthrop;1;5;157031156;19;;40 mg;4;118,00;2;1;1;56
1181;Atorvastatina;Atorvastatina Wynn;10;1;487268857;6;;10 mg;7;28,00;2;1;1;56
1182;Atorvastatina;Atorvastatina Wynn;8;4;748051922;15;;20 mg;5;96,00;2;1;1;56
1183;Atorvastatina;Atorvastatina Wynn;13;10;282058125;15;;40 mg;2;148,00;2;1;1;56
1184;Atorvastatina;Flesvin;10;9;77447375;17;;10 mg;5;9,00;2;1;1;56
1185;Atorvastatina;Flesvin;8;5;899785687;8;;20 mg;0;145,00;2;1;1;56
1186;Atorvastatina;Flesvin;11;4;890133392;13;;40 mg;3;142,00;2;1;1;56
1187;Atorvastatina;Flesvin;3;8;286240904;14;;80 mg;6;95,00;2;1;1;56
1188;Atorvastatina;Texzor;13;3;960946609;5;;10 mg;7;92,00;2;0;0;53
1189;Atorvastatina;Texzor;1;4;487761349;16;;20 mg;6;39,00;2;0;0;53
1190;Atorvastatina;Texzor;10;8;42128405;12;;40 mg;1;147,00;2;0;0;53
1191;Atorvastatina;Texzor;11;4;435663007;19;;5 mg;3;52,00;2;0;0;53
1192;Atorvastatina;Texzor;3;0;287098437;10;;10 mg;6;18,00;2;0;0;56
1193;Atorvastatina;Texzor;9;3;474565870;0;;20 mg;7;20,00;2;0;0;56
1194;Atorvastatina;Texzor;8;8;530312278;16;;40 mg;6;36,00;2;0;0;56
1195;Atorvastatina;Texzor;12;4;567843764;4;;80 mg;6;142,00;2;0;0;56
1196;Atorvastatina;Zarator;2;9;225891082;4;;10 mg;4;127,00;2;0;0;53
1197;Atorvastatina;Zarator;7;10;954110483;16;;20 mg;0;94,00;2;0;0;53
1198;Atorvastatina;Zarator;5;5;485765215;20;;40 mg;5;74,00;2;0;0;53
1199;Atorvastatina;Zarator;3;0;542638640;15;;5 mg;4;18,00;2;0;0;53
1200;Atorvastatina;Zarator;15;8;149974077;3;;10 mg;4;28,00;2;0;0;56
1201;Atorvastatina;Zarator;15;5;52084179;14;;20 mg;1;33,00;2;0;0;56
1202;Atorvastatina;Zarator;4;9;638600439;10;;40 mg;5;91,00;2;0;0;56
1203;Atorvastatina;Zarator;11;9;596817114;19;;80 mg;7;32,00;2;0;0;56
1204;Atosibano;Tractocile;14;11;269947794;19;;37.5 mg/5 ml;7;96,00;3;0;0;65
1205;Atosibano;Tractocile;15;2;261938172;19;;6.75 mg/0.9 ml;7;15,00;2;0;0;177
1206;Atovaquona;Wellvone;13;6;153762502;1;;150 mg/ml;4;61,00;7;0;0;207
1207;Atovaquona + Proguanilo;Malarone;14;2;888015467;5;;250 mg + 100 mg;2;43,00;2;0;0;56
1208;Atropina;Atropina Braun;14;0;364803724;6;;0.5 mg/1 ml;1;53,00;13;0;0;177
1209;Atropina;Atropina Braun;2;6;918885402;14;;1 mg/1 ml;7;145,00;8;0;0;177
1210;Atropina;Atropina Labesfal;3;9;346796421;16;;0.25 mg/1 ml;1;59,00;3;0;0;177
1211;Atropina;Atropina Labesfal;14;7;610854010;18;;0.5 mg/1 ml;3;109,00;1;0;0;177
1212;Atropina;Atropina Labesfal;7;5;244427693;4;;1 mg/1 ml;6;127,00;12;0;0;177
1213;Atropina;Atropina Labesfal;12;11;111844205;15;;20 mg/20 ml;3;21,00;3;0;0;177
1214;Atropina;Atropina Labesfal;7;2;402684492;1;;200 mg/20 ml;4;83,00;13;0;0;177
1215;Atropina;Atropina Labesfal;14;3;283766005;17;;1 mg/ml;5;124,00;7;0;0;193
1216;Atropina;Atropina Labesfal;1;8;638370951;19;;2 mg/ml;7;58,00;11;0;0;193
1217;Atropina;Atropina Labesfal;8;7;937257607;13;;5 mg/ml;0;144,00;10;0;0;193
1218;Atropina;Atropocil;8;2;304144829;7;;10 mg/ml;3;136,00;5;0;0;39
1219;Auranofina;Ridaura;7;0;883110820;16;;3 mg;3;46,00;2;0;0;55
1220;Aurotiomalato de sodio;Tauredon;12;5;391531302;18;;50 mg/0.5 ml;3;56,00;5;0;0;177
1221;Azacitidina;Vidaza;9;10;850507068;8;;25 mg/ml;3;122,00;3;0;0;160
1222;Azatioprina;Azatioprina Generis;9;9;854266099;3;;50 mg;0;31,00;2;1;1;56
1223;Azatioprina;Azatioprina Mylan;11;0;230668713;18;;25 mg;1;10,00;2;1;1;56
1224;Azatioprina;Azatioprina Mylan;12;0;699786458;1;;50 mg;7;16,00;2;1;1;56
1225;Azatioprina;Imuran;15;7;195364903;9;;25 mg;5;95,00;2;0;0;56
1226;Azatioprina;Imuran;14;4;9541612;0;;50 mg;1;101,00;2;0;0;56
1227;Azeite + oleo de soja;Clinoleic 20 %;13;10;14449905;18;;160 mg/ml + 40 mg/ml;4;15,00;7;0;0;78
1228;Azelastina;Allergodil;5;10;451049290;16;;0.5 mg/ml;0;35,00;5;0;0;39
1229;Azelastina;Allergodil;15;5;593968308;3;;1 mg/ml;3;69,00;14;0;0;196
1230;Azelastina;Azep;5;11;736418231;9;;1 mg/ml;4;16,00;10;0;0;196
1231;Azelastina;Oculastin;5;2;425222400;13;;0.5 mg/ml;7;103,00;5;0;0;39
1232;Azitromicina;3z 150 mg, po para suspensao oral;9;4;393018407;8;;150 mg;0;104,00;5;0;0;162
1233;Azitromicina;3z 200 mg, po para suspensao oral;3;6;690046449;16;;200 mg;1;7,00;5;0;0;162
1234;Azitromicina;3z 250 mg, po para suspensao oral;2;2;568159548;6;;250 mg;5;1,00;3;0;0;162
1235;Azitromicina;3z 500 mg, po para suspensao oral;10;10;572425608;6;;500 mg;4;128,00;11;0;0;162
1236;Azitromicina;Azitrix;6;8;45757117;10;;40 mg/ml;5;124,00;7;0;0;162
1237;Azitromicina;Azitromicina 3z 500 mg Comprimidos Revestidos;13;5;165740875;5;;500 mg;4;80,00;2;1;1;55
1238;Azitromicina;Azitromicina Actavis;1;4;621365254;7;;500 mg;4;68,00;2;1;1;55
1239;Azitromicina;Azitromicina Almus;3;4;150882228;10;;500 mg;1;139,00;2;1;1;56
1240;Azitromicina;Azitromicina Alter 500 mg Comprimidos Revestidos;9;6;428455278;5;;500 mg;7;35,00;2;1;1;55
1241;Azitromicina;Azitromicina Anova;12;5;183446856;5;;500 mg;6;103,00;2;1;1;56
1242;Azitromicina;Azitromicina Arrowblue;13;3;731987670;8;;500 mg;2;100,00;2;1;1;55
1243;Azitromicina;Azitromicina Azimed 500 mg comprimidos revestidos;12;4;172742668;10;;500 mg;0;121,00;2;1;1;55
1244;Azitromicina;Azitromicina Azitrix 500 mg Comprimidos Revestidos;1;7;641026729;17;;500 mg;6;112,00;2;1;1;55
1245;Azitromicina;Azitromicina Baldacci;8;1;385540273;13;;40 mg/ml;2;54,00;7;0;0;162
1246;Azitromicina;Azitromicina Baldacci 500 mg Comprimidos Revestidos;8;2;741060497;10;;500 mg;5;92,00;2;1;1;55
1247;Azitromicina;Azitromicina Basi;5;10;895396570;11;;500 mg;4;130,00;2;1;1;55
1248;Azitromicina;Azitromicina Biozitra 500 mg Comprimidos Revestidos;9;3;132128652;12;;500 mg;2;31,00;2;1;1;55
1249;Azitromicina;Azitromicina Bluepharma Industria Farmacêutica SA 500 mg Comprimidos Revestidos;9;4;928035161;14;;500 mg;6;38,00;2;1;1;55
1250;Azitromicina;Azitromicina Ciclum 500 mg Comprimidos Revestidos;1;3;162055357;9;;500 mg;0;121,00;2;1;1;55
1251;Azitromicina;Azitromicina Cinfa 500 mg Comprimidos revestidos por pelicula;8;8;161234700;5;;500 mg;0;68,00;2;1;1;56
1252;Azitromicina;Azitromicina Clintex;8;0;6232477;18;;250 mg;1;15,00;2;0;0;28
1253;Azitromicina;Azitromicina Clintex;11;0;296394008;1;;500 mg;4;23,00;2;0;0;28
1254;Azitromicina;Azitromicina Clintex;13;2;36130654;6;;200 mg;6;31,00;6;0;0;162
1255;Azitromicina;Azitromicina Clintex;15;9;231788332;18;;300 mg;7;145,00;5;0;0;162
1256;Azitromicina;Azitromicina Clintex;12;10;9509632;9;;40 mg/ml;3;134,00;9;0;0;162
1257;Azitromicina;Azitromicina Clintex;1;1;996692215;6;;400 mg;2;148,00;14;0;0;162
