PRODUTO;NOME_GENERICO;NOME_MEDICAMENTO;QUANTIDADE;FAIXA_ETARIA;REG_INFARMED;AREA_TERAPEUTICA;LOTE;Dosagem;TEMPERATURA;PRECO;ADMINISTRACAO;RECEITA;GENERICO;FORMATO
6057;Hidrocortisona;Hidrocortisona Generis;8;9;220404829;13;;100 mg/2 ml;3;96,00;10;0;0;137
6058;Hidrocortisona;Hidrocortisona Generis;14;4;229829917;8;;500 mg/5 ml;7;88,00;2;0;0;137
6059;Hidrocortisona;Hidrocortisona Generis;6;3;40905336;3;;100 mg;7;92,00;7;0;0;155
6060;Hidrocortisona;Hidrocortisona Generis;12;6;209322146;10;;500 mg;5;103,00;11;0;0;155
6061;Hidrocortisona;Hidrocortisona Germed;3;4;26043166;7;;10 mg/g;3;41,00;1;1;1;67
6062;Hidrocortisona;Hydrocortone;6;6;614953358;3;;10 mg;5;5,00;2;0;0;41
6063;Hidrocortisona;Hydrocortone;10;5;997344973;20;;20 mg;3;83,00;2;0;0;41
6064;Hidrocortisona;Lactisona;14;6;930152871;1;;10 mg/ml;2;68,00;5;0;0;73
6065;Hidrocortisona;Lactisona;8;3;47859598;11;;25 mg/ml;3;86,00;4;0;0;73
6066;Hidrocortisona;Pandermil;13;11;3169507;3;;10 mg/g;2;105,00;1;0;0;67
6067;Hidrocortisona;Pandermil;7;7;123761158;14;;10 mg/g;3;12,00;14;0;0;165
6068;Hidrocortisona;Rapicort 100 mg;13;0;85333957;6;;100 mg/2 ml;7;149,00;2;0;0;137
6069;Hidrocortisona;Solu-Cortef;4;4;65696138;1;;100 mg/2 ml;7;39,00;3;0;0;137
6070;Hidrocortisona;Solu-Cortef;13;8;900570143;12;;1000 mg/8 ml;7;92,00;5;0;0;137
6071;Hidrocortisona;Solu-Cortef;12;10;336058889;6;;250 mg/2 ml;5;92,00;5;0;0;137
6072;Hidrocortisona;Solu-Cortef;13;0;951780398;5;;500 mg/4 ml;7;88,00;1;0;0;137
6073;Hidrocortisona + Fenilefrina + Lidocaina + Tetracaina;Anucet;5;1;433564484;19;;Associacao;3;107,00;10;0;0;168
6074;Hidrocortisona + Natamicina + Neomicina;Pimafucort;6;9;915644946;18;;10 mg/g + 10 mg/g + 3.5 mg/g;1;85,00;1;0;0;67
6075;Hidrocortisona + Natamicina + Neomicina;Pimafucort;2;9;154827363;8;;10 mg/g + 10 mg/g + 3.5 mg/g;5;8,00;1;0;0;165
6076;Hidrocortisona + Neomicina + Polimixina B;Otosporin;10;7;186454353;2;;Associacao;2;21,00;3;0;0;101
6077;Hidrocortisona + acido fusidico;Fucidine H;14;2;307409184;7;;10 mg/g + 20 mg/g;1;55,00;1;0;0;67
6078;Hidrogenoaspartato de magnesio;Magnesio Sandoz;9;9;928929323;18;;121.5 mg;7;135,00;2;0;0;49
6079;Hidrogenofosfato de calcio + Colecalciferol;Decalcit;3;5;649087023;12;;600 mg + 500 U.I.;7;118,00;2;0;0;53
6080;Hidrogenofosfato de calcio + Colecalciferol;Decalcit;15;3;634719000;15;;600 mg/g + 750 U.I./g;6;126,00;3;0;0;147
6081;Hidrolisado cerebral de porco;Cognicer;6;0;393024597;20;;Associacao;3;53,00;12;0;0;177
6082;Hidromorfona;Jurnista;9;7;853057031;7;;16 mg;0;136,00;2;0;0;46
6083;Hidromorfona;Jurnista;11;3;626318388;5;;32 mg;6;27,00;2;0;0;46
6084;Hidromorfona;Jurnista;1;1;762538964;15;;4 mg;3;67,00;2;0;0;46
6085;Hidromorfona;Jurnista;10;5;56051008;8;;64 mg;4;36,00;2;0;0;46
6086;Hidromorfona;Jurnista;7;11;896492029;11;;8 mg;0;80,00;2;0;0;46
6087;Hidroquinona;Pigmentasa;9;10;977350075;13;;40 mg/g;3;32,00;1;0;0;67
6088;Hidrosmina;Venosmil;9;2;651555131;19;;200 mg;5;88,00;2;0;0;28
6089;Hidrosmina;Venosmil;8;4;967726594;1;;20 mg/g;0;80,00;10;0;0;86
6090;Hidrosmina;Veroven;13;9;24333860;20;;200 mg;5;119,00;2;0;0;28
6091;Hidrosmina;Veroven;11;1;95085835;15;;20 mg/g;6;11,00;14;0;0;86
6092;Hidroxiapatite;Hidroxiapatite Pierre Fabre;7;9;894617178;13;;200 mg;0;146,00;2;0;0;55
6093;Hidroxicarbamida;Hydrea;9;6;54730908;3;;500 mg;2;104,00;2;0;0;28
6094;Hidroxicarbamida;Hydroxyurea Medac;2;8;254990593;15;;500 mg;0;59,00;2;0;0;28
6095;Hidroxicarbamida;Siklos;6;4;261032429;15;;1000 mg;3;105,00;2;0;0;56
6096;Hidroxicloroquina;Plaquinol;13;5;247375397;0;;400 mg;7;20,00;2;0;0;41
6097;Hidroxietilamido + Cloreto de sodio;Haes-Steril 10%;5;4;571520899;1;;100 mg/ml + 9 mg/ml;3;96,00;6;0;0;193
6098;Hidroxietilamido + Cloreto de sodio;Haes-Steril 6%;5;3;244110016;10;;60 mg/ml + 9 mg/ml;6;34,00;11;0;0;193
6099;Hidroxietilamido + Cloreto de sodio;HyperHAES;14;9;349245950;0;;60 mg/ml + 72 mg/ml;5;78,00;12;0;0;193
6100;Hidroxietilamido + Cloreto de sodio;Venofundin;10;5;438164586;0;;60 mg/ml + 9 mg/ml;3;61,00;12;0;0;193
6101;Hidroxietilamido + Cloreto de sodio;Voluven Fresenius;13;0;784479965;6;;100 mg/ml + 9 mg/ml;3;31,00;11;0;0;193
6102;Hidroxietilamido + Cloreto de sodio;Voluven Fresenius;10;6;738253362;14;;60 mg/ml + 9 mg/ml;5;25,00;7;0;0;193
6103;Hidroxiquinolina + Canfora;Queimax;9;0;244302031;6;;2 mg/g + 3 mg/g;2;43,00;1;0;0;86
6104;Hidroxizina;Atarax;10;2;849475037;14;;100 mg;2;99,00;2;0;0;56
6105;Hidroxizina;Atarax;1;9;119784226;11;;25 mg;0;2,00;2;0;0;56
6106;Hidroxizina;Atarax;13;0;95079136;11;;100 mg/2 ml;3;50,00;5;0;0;177
6107;Hidroxizina;Atarax;15;6;444620831;6;;2 mg/ml;1;71,00;14;0;0;215
6108;Hidroxocobalamina;Cyanokit;14;8;447133478;6;;2.5 g;3;109,00;9;0;0;159
6109;Hidroxocobalamina;OHB12;8;11;452060101;10;;10 mg/2 ml;7;52,00;2;0;0;137
6110;Hidroxocobalamina;OHB12;15;6;847806049;18;;5 mg/2 ml;6;147,00;11;0;0;137
6111;Hidroxido de aluminio;Almigastrico;3;4;750017080;10;;500 mg;7;127,00;2;0;0;41
6112;Hidroxido de aluminio;Pepsamar;9;6;687699331;11;;240 mg;5;41,00;2;0;0;53
6113;Hidroxido de aluminio + Hidroxido de magnesio + Dimeticone;Maalox Plus;8;10;198484487;7;;200 mg + 200 mg + 25 mg;4;6,00;2;0;0;53
6114;Hidroxido de aluminio + Hidroxido de magnesio + Simeticone;Maalox Plus;7;0;30684371;11;;44 mg/ml + 39 mg/ml + 5 mg/ml;5;58,00;1;0;0;207
6115;Hidroxido de magnesio;Leite Magnesia Phillips;6;0;394603486;11;;83 mg/ml;3;5,00;2;0;0;207
6116;Hipericao;Alacre;9;5;509706838;0;;250 mg;1;85,00;2;0;0;55
6117;Hipericao;Procalmil;6;10;266271811;0;;185 mg;4;14,00;2;0;0;28
6118;Hipromelose;Artelac;13;4;876741321;2;;3.2 mg/ml;2;29,00;5;0;0;39
6119;Hipromelose;Artelac Monodose;10;8;57125873;8;;1.6 mg/0.5 ml;1;123,00;5;0;0;39
6120;Hipromelose;Davilose;5;5;254600579;20;;5 mg/ml;5;106,00;5;0;0;39
6121;Hipromelose;Davilose Forte;3;0;854691834;6;;10 mg/ml;0;73,00;5;0;0;39
6122;Histamina;Ceplene;6;1;617667588;15;;0.5 mg/0.5 ml;2;54,00;6;0;0;177
6123;Histamina;Soluprick Controlo Positivo;11;3;344099483;14;;10 mg/ml;5;65,00;10;0;0;196
6124;Histrelina;Vantas;12;5;417482840;11;;50 mg;7;29,00;4;0;0;114
6125;Hormona paratiroideia;Preotact;7;4;327800433;9;;100 µg;1;138,00;6;0;0;137
6126;Ibritumomab tiuxetano;Zevalin;12;11;101266376;9;;1.6 mg/ml;4;140,00;12;0;0;169
6127;Ibuprofeno;Anadvil Efe;12;9;787586561;6;;200 mg;4;116,00;2;0;0;49
6128;Ibuprofeno;Anadvil Efe;4;2;377487355;1;;400 mg;6;142,00;2;0;0;49
6129;Ibuprofeno;Arfen;6;6;843847177;7;;600 mg;3;129,00;2;0;0;55
6130;Ibuprofeno;Baroc;7;10;557174390;4;;200 mg;4;47,00;2;0;0;56
6131;Ibuprofeno;Baroc;12;1;631891739;20;;400 mg;5;122,00;2;0;0;56
6132;Ibuprofeno;Brufen;12;2;561737702;19;;200 mg;3;134,00;2;0;0;56
6133;Ibuprofeno;Brufen;13;9;144524986;17;;400 mg;6;82,00;2;0;0;56
6134;Ibuprofeno;Brufen;15;3;829730033;18;;600 mg;1;71,00;2;0;0;56
6135;Ibuprofeno;Brufen;14;11;189954192;6;;200 mg;3;120,00;1;0;0;109
6136;Ibuprofeno;Brufen;15;11;158226519;7;;600 mg;2;10,00;4;0;0;109
6137;Ibuprofeno;Brufen Retard;11;8;537130533;15;;800 mg;5;53,00;2;0;0;46
6138;Ibuprofeno;Brufen Suspensao;1;5;862126130;1;;20 mg/ml;6;83,00;10;0;0;207
6139;Ibuprofeno;Dolocyl;13;3;851602774;10;;200 mg;5;138,00;2;0;0;55
6140;Ibuprofeno;Dolomate 200;5;9;358065477;9;;200 mg;2;92,00;12;0;0;162
6141;Ibuprofeno;Faspic 200;10;2;42560853;0;;200 mg;4;36,00;8;0;0;112
6142;Ibuprofeno;Faspic 400;2;4;967410221;20;;400 mg;4;42,00;6;0;0;112
6143;Ibuprofeno;Faspic 600;5;7;894593207;3;;600 mg;4;58,00;5;0;0;112
6144;Ibuprofeno;Fenpic;10;1;764047144;0;;400 mg;7;106,00;2;0;0;56
6145;Ibuprofeno;Frenidor;8;2;511877556;14;;200 mg;6;47,00;2;0;0;55
6146;Ibuprofeno;Frenidor;6;7;684899864;11;;50 mg/g;3;107,00;3;0;0;86
6147;Ibuprofeno;Frenidor;13;3;354869965;4;;200 mg;5;34,00;3;0;0;105
6148;Ibuprofeno;Ibuprofeno Actavis;12;1;264058084;19;;200 mg;1;88,00;2;1;1;56
6149;Ibuprofeno;Ibuprofeno Actavis;13;9;282411270;0;;400 mg;6;105,00;2;1;1;56
6150;Ibuprofeno;Ibuprofeno Actavis;8;10;52628292;4;;600 mg;1;71,00;2;1;1;56
6151;Ibuprofeno;Ibuprofeno Actavis;4;1;623249177;7;;800 mg;6;14,00;2;0;0;56
6152;Ibuprofeno;Ibuprofeno Alter 400 mg Comprimidos revestidos;1;9;830756699;14;;400 mg;5;5,00;2;1;1;56
6153;Ibuprofeno;Ibuprofeno Alter 600 mg Comprimidos Revestidos;2;11;164146548;4;;600 mg;6;16,00;2;1;1;56
6154;Ibuprofeno;Ibuprofeno Azevedos 400 mg Comprimidos;13;2;59821827;6;;400 mg;0;91,00;2;1;1;56
6155;Ibuprofeno;Ibuprofeno Azevedos 600 mg Comprimidos;9;8;434511413;8;;600 mg;1;22,00;2;1;1;56
6156;Ibuprofeno;Ibuprofeno Ciclum;15;2;776948813;0;;400 mg;6;45,00;2;1;1;56
6157;Ibuprofeno;Ibuprofeno Ciclum;7;3;223724819;0;;600 mg;4;117,00;2;1;1;56
6158;Ibuprofeno;Ibuprofeno Cinfa;2;2;932393981;3;;600 mg;0;42,00;2;1;1;55
6159;Ibuprofeno;Ibuprofeno Cinfa;3;3;706926104;12;;400 mg;3;31,00;2;1;1;56
6160;Ibuprofeno;Ibuprofeno Cinfa;6;3;211048779;20;;600 mg;6;91,00;2;1;1;56
6161;Ibuprofeno;Ibuprofeno Codramol;9;1;187802091;17;;400 mg;1;92,00;2;1;1;112
6162;Ibuprofeno;Ibuprofeno Codramol;2;10;963320036;9;;600 mg;6;45,00;6;1;1;112
6163;Ibuprofeno;Ibuprofeno Farmalider;14;10;708783684;12;;400 mg;1;59,00;6;1;1;112
6164;Ibuprofeno;Ibuprofeno Farmalider;4;6;677149069;8;;600 mg;3;1,00;5;1;1;112
6165;Ibuprofeno;Ibuprofeno GP;9;9;626153602;19;;200 mg;1;57,00;2;0;0;56
6166;Ibuprofeno;Ibuprofeno Generis;5;9;115680802;4;;200 mg;0;19,00;2;0;0;55
6167;Ibuprofeno;Ibuprofeno Generis 20 mg/ml Suspensao oral;14;8;177371566;2;;20 mg/ml;0;75,00;2;1;1;207
6168;Ibuprofeno;Ibuprofeno Generis 400 mg Comprimidos;6;8;887554678;13;;400 mg;0;130,00;2;1;1;56
6169;Ibuprofeno;Ibuprofeno Generis 600 mg Comprimidos Revestidos;13;11;941246077;14;;600 mg;3;42,00;2;1;1;55
6170;Ibuprofeno;Ibuprofeno Labesfal;11;11;243361142;19;;200 mg;1;142,00;2;1;1;56
6171;Ibuprofeno;Ibuprofeno Labesfal;12;3;954776453;17;;400 mg;0;82,00;2;1;1;56
6172;Ibuprofeno;Ibuprofeno Labesfal;6;2;731892279;6;;600 mg;5;116,00;2;1;1;56
6173;Ibuprofeno;Ibuprofeno Mer;5;7;742704377;9;;400 mg;5;129,00;2;0;0;55
6174;Ibuprofeno;Ibuprofeno Mer;6;5;76511865;5;;600 mg;1;65,00;2;0;0;55
6175;Ibuprofeno;Ibuprofeno Normon;6;8;445581374;10;;400 mg;4;113,00;2;1;1;56
6176;Ibuprofeno;Ibuprofeno Normon;11;5;812407596;5;;600 mg;4;43,00;2;1;1;56
6177;Ibuprofeno;Ibuprofeno Pharmakern;13;3;612377488;5;;200 mg;2;80,00;13;1;1;109
6178;Ibuprofeno;Ibuprofeno Pharmakern;15;10;633727700;12;;400 mg;2;143,00;12;1;1;109
6179;Ibuprofeno;Ibuprofeno Pharmakern;14;6;885680786;0;;600 mg;3;100,00;3;1;1;109
6180;Ibuprofeno;Ibuprofeno Pharmakern;3;10;588409366;9;;20 mg/ml;2;144,00;7;1;1;207
6181;Ibuprofeno;Ibuprofeno Primarti;15;1;743213129;15;;200 mg;6;107,00;2;1;1;56
6182;Ibuprofeno;Ibuprofeno Primarti;3;5;478672384;18;;400 mg;5;146,00;2;1;1;56
6183;Ibuprofeno;Ibuprofeno Primarti;2;11;498310720;0;;600 mg;1;14,00;2;1;1;56
6184;Ibuprofeno;Ibuprofeno Ratiopharm 200 mg Comprimidos Revestidos;4;4;605215228;4;;200 mg;4;96,00;2;1;1;55
6185;Ibuprofeno;Ibuprofeno Ratiopharm 400 mg Comprimidos Revestidos;1;6;549206752;9;;400 mg;6;65,00;2;1;1;55
6186;Ibuprofeno;Ibuprofeno Ratiopharm 600 mg Comprimidos Revestidos;2;10;614540674;20;;600 mg;0;17,00;2;1;1;55
6187;Ibuprofeno;Ibuprofeno Sandoz;5;10;144769324;6;;200 mg;7;31,00;2;1;1;56
6188;Ibuprofeno;Ibuprofeno Sandoz;15;11;441686659;7;;400 mg;2;64,00;2;1;1;56
6189;Ibuprofeno;Ibuprofeno Sandoz;8;0;990520595;0;;600 mg;3;121,00;2;1;1;56
6190;Ibuprofeno;Ibuprofeno Tolife;1;1;604142152;17;;200 mg;6;46,00;2;1;1;56
6191;Ibuprofeno;Ibuprofeno Tolife;8;9;52074493;6;;400 mg;7;39,00;2;1;1;56
6192;Ibuprofeno;Ibuprofeno Tolife;4;6;726230412;1;;600 mg;0;134,00;2;1;1;56
6193;Ibuprofeno;Ifenin;5;6;412877802;13;;200 mg;5;17,00;2;1;1;56
6194;Ibuprofeno;Ifenin;4;7;244378800;16;;400 mg;5;82,00;2;1;1;56
6195;Ibuprofeno;Kifen;3;9;309171572;1;;200 mg;2;91,00;2;0;0;47
6196;Ibuprofeno;Liderfen;8;11;477494042;11;;50 mg/g;3;80,00;14;0;0;86
6197;Ibuprofeno;Moment 200;1;0;287700410;3;;200 mg;4;77,00;2;0;0;55
6198;Ibuprofeno;NORVECTAN 400;15;9;465285426;1;;400 mg;3;64,00;3;0;0;162
6199;Ibuprofeno;NORVECTAN 600;1;3;237609322;14;;600 mg;5;36,00;1;0;0;162
6200;Ibuprofeno;Nolofene;7;3;423966544;18;;200 mg;3;58,00;2;0;0;55
6201;Ibuprofeno;Nurofen;8;4;936811887;16;;200 mg;6;66,00;2;0;0;55
6202;Ibuprofeno;Nurofen;13;3;920752830;20;;200 mg;1;102,00;2;0;0;32
6203;Ibuprofeno;Nurofen;5;2;928302558;14;;400 mg;3;14,00;2;0;0;32
6204;Ibuprofeno;Nurofen;5;2;110706666;1;;125 mg;4;100,00;4;0;0;202
6205;Ibuprofeno;Nurofen;13;1;682460120;0;;20 mg/ml;5;123,00;12;0;0;207
6206;Ibuprofeno;Nurofen;3;9;927976268;2;;40 mg/ml;7;48,00;13;0;0;207
6207;Ibuprofeno;Nurofen 400;4;0;573465438;17;;400 mg;2;93,00;2;0;0;55
6208;Ibuprofeno;Nurofen Gel;6;1;909345837;17;;50 mg/g;6;19,00;5;0;0;86
6209;Ibuprofeno;Nurofen Zavance;10;7;664401086;2;;200 mg;6;27,00;2;0;0;55
6210;Ibuprofeno;Nurofen Zavance;14;8;496955978;8;;400 mg;3;41,00;2;0;0;55
6211;Ibuprofeno;Ozonol;14;10;396220405;13;;200 mg;0;7,00;2;0;0;55
6212;Ibuprofeno;Ozonol;11;4;117117758;0;;50 mg/g;3;47,00;9;0;0;86
6213;Ibuprofeno;Pedea;9;1;31212610;5;;5 mg/ml;5;69,00;12;0;0;177
6214;Ibuprofeno;Perdofen;2;2;781381734;3;;400 mg;1;150,00;2;0;0;55
6215;Ibuprofeno;Solufen;9;9;528000363;3;;200 mg;2;19,00;2;0;0;28
6216;Ibuprofeno;Solufen;15;5;975945826;18;;20 mg/ml;7;139,00;9;0;0;207
6217;Ibuprofeno;Solvium;8;1;586774781;8;;50 mg/g;6;72,00;6;0;0;86
6218;Ibuprofeno;Spidifen;15;10;160623210;16;;200 mg;4;59,00;7;0;0;112
6219;Ibuprofeno;Spidifen;12;9;68548204;18;;400 mg;3;112,00;4;0;0;112
6220;Ibuprofeno;Spidifen;2;8;882500461;13;;600 mg;4;82,00;13;0;0;112
6221;Ibuprofeno;Spidifen 400 mg Comprimidos;12;1;909011979;15;;400 mg;5;144,00;2;0;0;56
6222;Ibuprofeno;Spidifen Limao;14;0;885060159;2;;400 mg;3;4,00;12;0;0;112
6223;Ibuprofeno;Sporfen;12;3;685655081;5;;100 mg/g;1;37,00;1;0;0;67
6224;Ibuprofeno;Tricalma;13;7;959204421;6;;200 mg;7;33,00;2;0;0;55
6225;Ibuprofeno;Trifene;2;3;242569694;20;;20 mg/ml;3;137,00;11;0;0;207
6226;Ibuprofeno;Trifene 200;2;3;275419147;20;;200 mg;5;66,00;2;0;0;56
6227;Ibuprofeno;Trifene 400;6;0;9644068;4;;400 mg;3;33,00;2;0;0;55
6228;Ibuprofeno;Trifene Dispersivel;1;9;831622223;2;;200 mg;0;49,00;2;0;0;47
6229;Ibuprofeno;Trifene Efervescente;4;5;751240095;17;;200 mg;3;47,00;2;0;0;49
6230;Ibuprofeno;Zafen;5;0;733745954;20;;400 mg;1;45,00;2;0;0;56
6231;Ibuprofeno;Zip-A-Dol;4;10;326063471;12;;200 mg;1;59,00;2;0;0;28
6232;Icatibant;Firazyr;15;4;430346136;2;;30 mg/3 ml;5;122,00;12;0;0;177
6233;Icodextrina;Extraneal;5;11;322118549;17;;75 mg/ml;3;106,00;11;0;0;183
6234;Ictiol + oleo de soja;Banholeum Composto;2;3;746151991;13;;5 mg/g + 800 mg/g;7;98,00;1;0;0;27
6235;Idarrubicina;Idarrubicina Teva;14;11;520625877;11;;10 mg/10 ml;4;142,00;1;1;1;177
6236;Idarrubicina;Idarrubicina Teva;6;9;550896745;0;;5 mg/5 ml;6;59,00;7;1;1;177
6237;Idarrubicina;Zavedos CS;14;11;173441716;11;;10 mg/10 ml;4;18,00;2;0;0;177
6238;Idarrubicina;Zavedos CS;4;8;546463737;12;;20 mg/20 ml;4;94,00;12;0;0;177
6239;Idarrubicina;Zavedos CS;5;7;24486909;17;;5 mg/5 ml;2;87,00;12;0;0;177
6240;Idarrubicina;Zavedos Oral;9;10;757603671;9;;10 mg;2;115,00;2;0;0;28
6241;Idarrubicina;Zavedos Oral;12;5;725166522;12;;25 mg;2;132,00;2;0;0;28
6242;Idarrubicina;Zavedos Oral;14;3;614512439;16;;5 mg;6;110,00;2;0;0;28
6243;Idebenona;Amizal;12;2;436479578;7;;45 mg;1;7,00;2;0;0;55
6244;Idebenona;Cerestabon;7;11;89679098;19;;30 mg;5;19,00;2;0;0;55
6245;Idebenona;Idecortex;7;2;441644528;18;;45 mg;2;24,00;2;0;0;55
6246;Idursulfase;Elaprase;10;1;250172518;7;;2 mg/ml;6;77,00;3;0;0;65
6247;Ifosfamida;Holoxan;10;7;446932520;3;;1000 mg;6;138,00;9;0;0;155
6248;Ifosfamida;Holoxan;2;2;9944932;18;;2000 mg;2;44,00;5;0;0;155
6249;Ifosfamida;Holoxan;2;8;139567818;16;;500 mg;6;45,00;7;0;0;155
6250;Iloprost;Ilomedin;11;3;354492851;15;;0.05 mg/0.5 ml;6;53,00;3;0;0;65
