PRODUTO;NOME_GENERICO;NOME_MEDICAMENTO;QUANTIDADE;FAIXA_ETARIA;REG_INFARMED;AREA_TERAPEUTICA;LOTE;Dosagem;TEMPERATURA;PRECO;ADMINISTRACAO;RECEITA;GENERICO;FORMATO
2049;Carvedilol;Carvedilol Tecnimede 25 mg comprimidos;8;1;24339946;4;;25 mg;6;30,00;2;1;1;41
2050;Carvedilol;Carvedilol Tecnimede 6,25 mg comprimidos;9;0;31214705;6;;6.25 mg;0;106,00;2;1;1;41
2051;Carvedilol;Carvedilol Teva 12,5 mg comprimidos;8;4;283126733;0;;12.5 mg;7;87,00;2;1;1;41
2052;Carvedilol;Carvedilol Teva 25 mg comprimidos;6;2;623166037;1;;25 mg;6;7,00;2;1;1;41
2053;Carvedilol;Carvedilol Teva 3,125 mg comprimidos;8;10;384120700;18;;3.125 mg;2;63,00;2;1;1;41
2054;Carvedilol;Carvedilol Teva 6,25 mg comprimidos;14;2;176027518;8;;6.25 mg;0;124,00;2;1;1;41
2055;Carvedilol;Carvedilol Vedivril;14;1;87272018;17;;12.5 mg;3;128,00;2;1;1;41
2056;Carvedilol;Carvedilol Vedivril;9;10;579923738;12;;25 mg;2;67,00;2;1;1;41
2057;Carvedilol;Carvedilol Vedivril;4;6;730748074;2;;6.25 mg;2;118,00;2;1;1;41
2058;Carvedilol;Dilbloc;7;1;707335086;9;;25 mg;7;37,00;2;0;0;41
2059;Carvedilol;Dilbloc IC;4;11;34153269;19;;6.25 mg;7;87,00;2;0;0;41
2060;Carvao activado;Norit;13;7;322107076;7;;200 mg;3;126,00;2;0;0;28
2061;Carvao activado;Norit Carbomix;13;2;225745070;5;;50 g;1;6,00;8;0;0;113
2062;Cascara + Sene e outras associacoes;Mucinum;2;4;333886417;2;;Associacao;1;107,00;2;0;0;55
2063;Caspofungina;Cancidas;15;7;844927813;18;;50 mg;1;138,00;4;0;0;149
2064;Caspofungina;Cancidas;15;11;859733744;4;;70 mg;4;74,00;10;0;0;149
2065;Caspofungina;Cancidas;2;4;999958082;13;;50 mg;4;42,00;10;0;0;159
2066;Cassia angustifolia (fruto) + Ispagula (mucilagem) + Plantago ovata (sementes);Agiolax;15;11;33799293;2;;Associacao;3;107,00;11;0;0;105
2067;Cassia angustifolia (fruto) + Ispagula (mucilagem) + Plantago ovata (sementes);Agiolax;7;6;542054343;2;;Associacao;7;94,00;7;0;0;105
2068;Catumaxomab;Removab;4;9;261760144;4;;100 µg/ml;7;104,00;3;0;0;65
2069;Cefaclor;Ceclor;1;7;721482603;5;;250 mg;7;38,00;2;0;0;28
2070;Cefaclor;Ceclor;7;2;158717165;15;;500 mg;7;131,00;2;0;0;28
2071;Cefaclor;Ceclor;12;4;220142091;3;;125 mg/5 ml;7;135,00;7;0;0;162
2072;Cefaclor;Ceclor;3;3;405873843;0;;250 mg/5 ml;2;95,00;7;0;0;162
2073;Cefaclor;Ceclor;9;11;876212543;5;;375 mg;6;97,00;8;0;0;162
2074;Cefaclor;Ceclor;11;7;935902343;19;;375 mg/5 ml;1;96,00;13;0;0;162
2075;Cefaclor;Ceclor Retard;6;7;17637085;16;;375 mg;5;105,00;2;0;0;45
2076;Cefaclor;Ceclor Retard;15;9;563317776;14;;500 mg;1;20,00;2;0;0;45
2077;Cefaclor;Ceclor Retard;1;8;907157010;6;;750 mg;2;59,00;2;0;0;45
2078;Cefaclor;Cefaclor Generis 250 mg Capsulas;8;5;121779942;7;;250 mg;6;38,00;2;1;1;28
2079;Cefaclor;Cefaclor Generis 500 mg Capsulas;4;4;752510353;1;;500 mg;4;59,00;2;1;1;28
2080;Cefaclor;Cefaclor Labesfal;2;0;539498473;15;;250 mg;3;23,00;2;0;0;28
2081;Cefaclor;Cefaclor Labesfal;15;10;863435855;11;;500 mg;3;46,00;2;0;0;28
2082;Cefaclor;Cefaclor Labesfal;11;5;222426688;15;;250 mg/5 ml;1;92,00;12;0;0;113
2083;Cefaclor;Cefaclor Labesfal 250 mg Capsulas;1;5;198253636;11;;250 mg;0;37,00;2;1;1;28
2084;Cefaclor;Cefaclor Labesfal 500 mg Capsulas;4;3;351756894;14;;500 mg;4;9,00;2;1;1;28
2085;Cefaclor;Cefaclor Mylan;15;9;496252713;13;;125 mg/5 ml;5;10,00;4;1;1;162
2086;Cefaclor;Cefaclor Mylan;9;6;624696776;6;;250 mg/5 ml;7;91,00;2;1;1;162
2087;Cefaclor;Cefaclor Ranbaxy;1;9;924352762;18;;250 mg;5;78,00;2;0;0;28
2088;Cefaclor;Cefaclor Ranbaxy;14;5;5533815;3;;500 mg;6;74,00;2;0;0;28
2089;Cefaclor;Cefaclor Ranbaxy;2;1;563606064;17;;125 mg/5 ml;4;114,00;14;0;0;113
2090;Cefaclor;Cefaclor Ranbaxy;1;5;875751691;15;;250 mg/5 ml;6;67,00;12;0;0;113
2091;Cefadroxil;Cefadroxil Mylan;12;2;937659025;20;;1000 mg;5;112,00;2;0;0;41
2092;Cefadroxil;Ceforal;4;10;981885327;13;;1000 mg;4;48,00;2;0;0;41
2093;Cefadroxil;Ceforal;8;8;322398145;20;;500 mg;5;129,00;2;0;0;28
2094;Cefadroxil;Ceforal;8;8;603780982;6;;100 mg/ml;2;93,00;14;0;0;162
2095;Cefadroxil;Ceforal;3;9;834142315;11;;50 mg/ml;5;12,00;1;0;0;162
2096;Cefatrizina;Cefatrizina Generis;5;11;462112424;15;;500 mg;7;87,00;2;0;0;28
2097;Cefatrizina;Macropen;1;7;183853489;1;;500 mg;6;53,00;2;0;0;28
2098;Cefatrizina;Macropen;14;4;465454011;15;;50 mg/ml;5;102,00;5;0;0;162
2099;Cefazolina;Cefazolina Generis I.M.;3;10;578368297;19;;1000 mg/4 ml;1;61,00;13;1;1;137
2100;Cefazolina;Cefazolina Generis I.V.;2;10;706458940;9;;1000 mg/10 ml;0;137,00;2;1;1;137
2101;Cefazolina;Cefazolina Hikma IM;9;11;146314723;18;;1000 mg/4 ml;3;22,00;10;0;0;137
2102;Cefazolina;Cefazolina Hikma IM;15;6;462449639;18;;250 mg/2 ml;4;124,00;7;0;0;137
2103;Cefazolina;Cefazolina Hikma IM;9;0;13806215;4;;500 mg/3 ml;0;27,00;4;0;0;137
2104;Cefazolina;Cefazolina Hikma IV;11;10;352938088;16;;1000 mg/10 ml;4;43,00;8;0;0;137
2105;Cefazolina;Cefazolina Hikma IV;10;9;723872504;6;;250 mg/5 ml;5;136,00;10;0;0;137
2106;Cefazolina;Cefazolina Hikma IV;7;5;823808093;15;;500 mg/10 ml;3;93,00;5;0;0;137
2107;Cefazolina;Cefazolina Labesfal 1000 mg po e solvente para solucao injectavel IV;12;9;430692825;7;;1000 mg/10 ml;0;38,00;6;1;1;137
2108;Cefazolina;Cefazolina Labesfal 1g po e solvente para solucao injectavel IM;7;9;880156257;11;;1000 mg/4 ml;1;37,00;6;1;1;137
2109;Cefazolina;Cefazolina Labesfal 250 mg po e solvente para solucao injectavel IM;3;7;915636555;2;;250 mg/2 ml;0;72,00;1;1;1;137
2110;Cefazolina;Cefazolina Labesfal 250 mg po e solvente para solucao injectavel IV;6;3;15770860;1;;250 mg/5 ml;6;43,00;11;1;1;137
2111;Cefazolina;Cefazolina Labesfal 500 mg po e solvente para solucao injectavel IM;9;10;879334556;0;;500 mg/3 ml;0;84,00;7;1;1;137
2112;Cefazolina;Cefazolina Labesfal 500 mg po e solvente para solucao injectavel IV;7;5;554952600;15;;500 mg/10 ml;1;86,00;2;1;1;137
2113;Cefazolina;Cefazolina Sandoz 0,5 g Po para solucao injectavel;6;11;942286345;20;;500 mg;4;98,00;11;1;1;155
2114;Cefazolina;Cefazolina Sandoz 1 g Po para solucao injectavel;3;1;15758252;2;;1000 mg;0;111,00;10;1;1;155
2115;Cefazolina;Cefazolina Sandoz 2 g Po para solucao injectavel;7;6;861066878;13;;2000 mg;4;99,00;10;1;1;155
2116;Cefazolina;Cefazolina Sandoz 2 g Po para solucao para perfusao;12;9;886909047;1;;2000 mg;3;120,00;7;1;1;159
2117;Cefditoreno;Meiact;8;5;346820049;4;;200 mg;0;127,00;2;0;0;56
2118;Cefditoreno;Meiact;3;7;245448349;8;;400 mg;7;70,00;2;0;0;56
2119;Cefditoreno;Spectracef 200 mg;10;9;545726858;8;;200 mg;7;105,00;2;0;0;56
2120;Cefditoreno;Spectracef 400 mg;1;8;908252009;2;;400 mg;5;54,00;2;0;0;56
2121;Cefeminox;Tencef;11;10;665521234;14;;2000 mg;3;97,00;6;0;0;155
2122;Cefepima;Cefepima Kabi;3;0;758770256;18;;1000 mg;1;35,00;4;1;1;156
2123;Cefepima;Maxipime;3;4;513752400;6;;1000 mg;4;134,00;5;0;0;155
2124;Cefepiroma;Cipiram;2;8;722894371;4;;1000 mg;2;141,00;12;0;0;155
2125;Cefepiroma;Cipiram;2;4;589521169;5;;2000 mg;7;83,00;6;0;0;155
2126;Cefepiroma;Cipiram;10;6;55687853;7;;500 mg;4;94,00;4;0;0;155
2127;Cefepiroma;Farmocefe;5;9;662471666;0;;1000 mg;0;113,00;2;0;0;155
2128;Cefepiroma;Farmocefe;15;8;210867608;8;;2000 mg;2;77,00;13;0;0;155
2129;Cefepiroma;Farmocefe;5;10;796399057;5;;500 mg;0;18,00;13;0;0;155
2130;Cefeprozil;Procef;6;4;863414999;15;;500 mg;6;96,00;2;0;0;41
2131;Cefeprozil;Procef;2;10;734101697;5;;250 mg/5 ml;0;41,00;4;0;0;162
2132;Cefeprozil;Radacefe;9;2;959916057;12;;500 mg;4;112,00;2;0;0;41
2133;Cefeprozil;Radacefe;10;9;753718144;14;;250 mg/5 ml;2;99,00;13;0;0;162
2134;Cefixima;Cefimix;3;6;658796249;14;;400 mg;7;144,00;2;0;0;55
2135;Cefixima;Cefimix;12;5;818219549;11;;20 mg/ml;5;135,00;7;0;0;162
2136;Cefixima;Cefixima Cefiton 100 mg/5 ml Po Para Suspensao Oral;7;2;40809701;7;;20 mg/ml;4;20,00;10;1;1;162
2137;Cefixima;Cefixima Cefiton 400 mg Comprimidos;7;1;423919030;18;;400 mg;7;103,00;2;1;1;55
2138;Cefixima;Cefixima Farmoz;8;3;664749905;5;;200 mg;3;24,00;2;0;0;55
2139;Cefixima;Cefixima Farmoz;2;2;729327549;12;;400 mg;4;58,00;2;0;0;55
2140;Cefixima;Cefixima Farmoz;13;6;706805261;17;;20 mg/ml;2;100,00;13;0;0;162
2141;Cefixima;Cefixima Generis 100 mg/ 5 ml Po para suspensao oral;8;10;994897465;4;;20 mg/ml;6;59,00;11;1;1;162
2142;Cefixima;Cefixima Generis 400 mg Comprimidos;2;6;900234917;11;;400 mg;1;78,00;2;1;1;55
2143;Cefixima;Cefixima Germed 100 mg/5 ml Po para Suspensao Oral;14;5;778832735;6;;20 mg/ml;3;146,00;11;1;1;162
2144;Cefixima;Cefixima Germed 400 mg Comprimidos Revestidos;2;7;534808050;20;;400 mg;5;34,00;2;1;1;55
2145;Cefixima;Cefixima Jaba 100 mg/5 ml Po para suspensao oral;7;9;159384710;9;;20 mg/ml;3;71,00;3;1;1;162
2146;Cefixima;Cefixima Jaba 400 mg Comprimidos revestidos;12;7;461285774;15;;400 mg;5;141,00;2;1;1;55
2147;Cefixima;Cefixima Labesfal 100 mg/5 ml Po para Suspensao Oral;3;3;559849695;1;;20 mg/ml;3;90,00;10;1;1;162
2148;Cefixima;Cefixima Labesfal 400 mg Comprimidos Revestidos;9;5;863325376;19;;400 mg;7;149,00;2;1;1;55
2149;Cefixima;Cefixima Mepha 100 mg/5 ml Po Para Suspensao Oral;14;6;995054479;5;;20 mg/ml;4;88,00;4;1;1;162
2150;Cefixima;Cefixima Mepha 400 mg Comprimidos Revestidos;8;2;332818044;9;;400 mg;3;134,00;2;1;1;55
2151;Cefixima;Cefixima Neocef 100 mg/5 ml Po para Suspensao Oral;6;4;192703547;8;;20 mg/ml;4;5,00;8;1;1;162
2152;Cefixima;Cefixima Normon;3;5;780221195;1;;200 mg;0;85,00;2;1;1;28
2153;Cefixima;Cefixima Normon;1;5;292644054;18;;400 mg;1;9,00;2;1;1;28
2154;Cefixima;Cefizel;15;5;187028034;5;;200 mg;5;112,00;2;0;0;55
2155;Cefixima;Cefizel;3;5;870933493;14;;400 mg;4;58,00;2;0;0;55
2156;Cefixima;Cefizel;13;6;657548027;2;;20 mg/ml;1;25,00;2;0;0;113
2157;Cefixima;Neocef;3;1;22465217;10;;400 mg;5;77,00;2;0;0;56
2158;Cefixima;Tricef;3;6;99275492;8;;400 mg;2;110,00;2;0;0;56
2159;Cefixima;Tricef;11;0;168416319;11;;20 mg/ml;7;116,00;5;0;0;162
2160;Cefodizima sodica;Modivid;4;5;470135263;8;;1000 mg/4 ml;6;77,00;7;0;0;137
2161;Cefodizima sodica;Modivid;6;9;815631341;16;;1000 mg/4 ml;3;109,00;14;0;0;137
2162;Cefodizima sodica;Modivid;10;1;114209874;0;;2000 mg/10 ml;0;66,00;4;0;0;137
2163;Cefodizima sodica;Modivid;8;9;122086747;19;;2000 mg/10 ml;6;107,00;2;0;0;137
2164;Cefonicida;Monocid;2;11;558013912;11;;1000 mg/2.5 ml;0;106,00;5;0;0;137
2165;Cefonicida;Monocid;4;8;128868770;4;;1000 mg/2.5 ml;0;31,00;5;0;0;137
2166;Cefonicida;Monocid;3;4;849457785;9;;500 mg/2 ml;5;8,00;6;0;0;137
2167;Cefonicida;Monocid;1;6;536555903;5;;500 mg/2.5 ml;3;92,00;7;0;0;137
2168;Cefotaxima;Antadar 1 g I.V.;10;2;528862529;15;;1000 mg/4 ml;4;122,00;8;0;0;137
2169;Cefotaxima;Antadar 1g I.M.;5;10;263016689;6;;1000 mg/4 ml;3;118,00;8;0;0;137
2170;Cefotaxima;Antadar 2 g I.V.;3;7;419774244;5;;2000 mg/10 ml;6;30,00;1;0;0;137
2171;Cefotaxima;Antadar 500 mg I.V.;9;3;86255173;2;;500 mg/2 ml;2;107,00;6;0;0;137
2172;Cefotaxima;Cefotaxima Ciclum;3;11;568363130;18;;1000 mg/4 ml;1;132,00;1;1;1;137
2173;Cefotaxima;Cefotaxima Ciclum;6;7;855375015;19;;1000 mg/4 ml;3;138,00;11;1;1;137
2174;Cefotaxima;Cefotaxima Generis;6;6;726161746;7;;1000 mg/4 ml;3;106,00;11;1;1;137
2175;Cefotaxima;Cefotaxima Hikma;15;10;68067460;10;;1000 mg/4 ml;2;46,00;7;0;0;137
2176;Cefotaxima;Cefotaxima Hikma;5;5;964823801;18;;1000 mg/4 ml;7;23,00;11;0;0;137
2177;Cefotaxima;Cefotaxima Hikma;6;9;874405197;7;;500 mg/2 ml;0;22,00;8;0;0;137
2178;Cefotaxima;Cefotaxima Labesfal 1000 mg Po e solvente para solucao injectavel IM;12;4;160696119;13;;1000 mg/4 ml;1;140,00;1;1;1;137
2179;Cefotaxima;Cefotaxima Labesfal 1000 mg Po e solvente para solucao injectavel IM/IV;13;8;441770710;17;;1000 mg/4 ml;3;27,00;5;1;1;137
2180;Cefotaxima;Cefotaxima Labesfal 500 mg Po e solvente para solucao injectavel IM/IV;4;1;348106975;6;;500 mg/2 ml;0;114,00;8;1;1;137
2181;Cefotaxima;Cefotaxima Sandoz 0,5 g Po para solucao injectavel/ perfusao;6;4;634836373;4;;500 mg;2;46,00;7;0;0;156
2182;Cefotaxima;Cefotaxima Sandoz 1g Po para solucao injectavel/ perfusao;2;9;976719033;5;;1000 mg;0;122,00;5;0;0;156
2183;Cefotaxima;Ralopar;10;3;727800366;13;;1000 mg/4 ml;6;33,00;7;0;0;137
2184;Cefotaxima;Ralopar;2;11;810462590;17;;1000 mg/4 ml;4;55,00;1;0;0;137
2185;Cefotaxima;Ralopar;2;9;633021263;6;;500 mg/2 ml;6;54,00;6;0;0;137
2186;Cefotaxima;Resibelacta;13;11;749369577;16;;500 mg/2 ml;5;53,00;14;0;0;137
2187;Cefotaxima;Resibelacta IV;2;2;837043498;12;;1000 mg/4 ml;0;150,00;5;0;0;137
2188;Cefoxitina;Atralxitina;3;7;335241482;9;;1000 mg/10 ml;2;11,00;2;0;0;137
2189;Cefoxitina;Cefoxitina Hikma 1 g po e solvente para solucao injectavel;9;1;74348438;3;;1000 mg/10 ml;2;129,00;9;1;1;137
2190;Cefoxitina;Cefoxitina Hikma 1 g po e solvente para solucao injectavel;3;2;905575804;9;;1000 mg/2 ml;7;105,00;9;1;1;137
2191;Cefoxitina;Cefoxitina Hikma 1 g po para solucao injectavel;5;1;897589794;7;;1000 mg;7;38,00;8;1;1;155
2192;Cefoxitina;Cefoxitina Labesfal;12;5;170202052;16;;1000 mg/10 ml;1;98,00;12;1;1;137
2193;Cefoxitina;Cefoxitina Labesfal;3;6;644105599;19;;1000 mg/2 ml;2;94,00;5;1;1;137
2194;Cefoxitina;Cefoxitina Labesfal;11;7;662727426;14;;500 mg/2 ml;3;23,00;7;1;1;137
2195;Cefoxitina;Cefoxitina Labesfal;15;8;654749489;17;;500 mg/5 ml;5;85,00;4;1;1;137
2196;Cefradina;Biocefra;8;9;148332858;12;;1000 mg;6;124,00;8;0;0;155
2197;Cefradina;Cefalmin;10;3;702834303;20;;1000 mg/5 ml;0;132,00;4;0;0;137
2198;Cefradina;Cefalmin;14;1;353776703;5;;1000 mg;7;22,00;7;0;0;155
2199;Cefradina;Cefalmin;2;9;837680520;18;;500 mg;2;136,00;9;0;0;155
2200;Cefradina;Cefalmin;14;2;956993182;11;;2000 mg;3;108,00;12;0;0;159
2201;Cefradina;Cefradina Labesfal;5;2;59893663;18;;1000 mg;6;46,00;2;0;0;41
2202;Cefradina;Cefradina Labesfal;1;1;776825750;3;;500 mg;5;146,00;2;0;0;28
2203;Cefradina;Cefradina Labesfal;9;8;635916235;20;;250 mg/5 ml;0;65,00;8;0;0;162
2204;Cefradina;Cefradina Labesfal;11;4;339993226;19;;500 mg/5 ml;4;98,00;1;0;0;162
2205;Cefradina;Cefradur;6;10;702824217;3;;1000 mg;0;10,00;2;0;0;55
2206;Cefradina;Cefradur;7;8;897756374;17;;500 mg;1;137,00;2;0;0;28
2207;Cefradina;Cefradur;11;5;449042832;6;;1000 mg/10 ml;4;134,00;2;0;0;137
2208;Cefradina;Cefradur;13;9;904889819;1;;250 mg/5 ml;3;84,00;5;0;0;162
2209;Cefradina;Cefradur;14;1;549280089;20;;500 mg/5 ml;4;148,00;12;0;0;162
2210;Ceftazidima;Cefortam;13;0;157442020;18;;1000 mg/3 ml;6;71,00;3;0;0;137
2211;Ceftazidima;Cefortam;9;6;603183604;7;;500 mg/1.5 ml;5;70,00;1;0;0;137
2212;Ceftazidima;Cefortam;11;10;794545604;8;;2000 mg;2;125,00;4;0;0;155
2213;Ceftazidima;Ceftazidima APS;11;1;389383124;4;;1000 mg/4 ml;6;70,00;6;0;0;137
2214;Ceftazidima;Ceftazidima APS;2;5;802297551;11;;500 mg/2 ml;6;3,00;9;0;0;137
2215;Ceftazidima;Ceftazidima APS;11;0;431035711;18;;1000 mg;4;57,00;11;0;0;155
2216;Ceftazidima;Ceftazidima APS;6;0;746034076;2;;500 mg;3;71,00;14;0;0;155
2217;Ceftazidima;Ceftazidima APS;12;8;74326786;9;;1000 mg;7;69,00;7;0;0;159
2218;Ceftazidima;Ceftazidima APS;2;11;781273222;15;;2000 mg;7;86,00;4;0;0;159
2219;Ceftazidima;Ceftazidima Actavis;4;5;565934437;12;;1000 mg;7;52,00;8;1;1;155
2220;Ceftazidima;Ceftazidima Actavis;13;10;296347414;2;;2000 mg;5;136,00;14;1;1;159
2221;Ceftazidima;Ceftazidima Basi;6;9;722474073;11;;1000 mg/10 ml;7;69,00;9;1;1;137
2222;Ceftazidima;Ceftazidima Basi;4;11;465369307;13;;500 mg/5 ml;7;20,00;6;1;1;137
2223;Ceftazidima;Ceftazidima Basi;2;3;335345126;1;;500 mg;3;147,00;5;1;1;155
2224;Ceftazidima;Ceftazidima Basi;4;6;762445889;7;;1000 mg;6;148,00;13;1;1;159
2225;Ceftazidima;Ceftazidima Basi;11;3;95455878;10;;2000 mg;3;21,00;12;1;1;159
2226;Ceftazidima;Ceftazidima Ceftim 1000 mg/3 ml Po e Solvente para Solucao Injectavel;6;10;946151934;8;;1000 mg/3 ml;6;131,00;8;1;1;137
2227;Ceftazidima;Ceftazidima Ceftim 500 mg/1,5 ml Po e Solvente para Solucao Injectavel;5;6;553357542;8;;500 mg/1.5 ml;1;58,00;9;1;1;137
2228;Ceftazidima;Ceftazidima Ciclum 1000 mg/3 ml Po e Solvente para solucao injectavel;7;7;384529219;15;;1000 mg/3 ml;6;45,00;11;1;1;137
2229;Ceftazidima;Ceftazidima Ciclum 2000 mg Po para solucao injectavel;8;3;366997303;6;;2000 mg;6;104,00;5;1;1;155
2230;Ceftazidima;Ceftazidima Ciclum 500 mg/1,5 ml Po e Solvente para solucao injectavel;13;1;283560274;2;;500 mg/1.5 ml;1;93,00;2;1;1;137
2231;Ceftazidima;Ceftazidima Combino;7;2;173180606;3;;1000 mg/10 ml;5;72,00;11;1;1;137
2232;Ceftazidima;Ceftazidima Combino;6;0;444169880;9;;500 mg/5 ml;4;3,00;13;1;1;137
2233;Ceftazidima;Ceftazidima Combino;14;10;251281533;7;;1000 mg;4;97,00;11;1;1;159
2234;Ceftazidima;Ceftazidima Combino;15;3;808770640;18;;2000 mg;3;68,00;3;1;1;159
2235;Ceftazidima;Ceftazidima GP 1 g/10 ml Po e solvente para solucao injectavel;4;6;357560003;5;;1000 mg/10 ml;7;68,00;3;1;1;137
2236;Ceftazidima;Ceftazidima GP 2 g Po para solucao para perfusao;3;7;266010792;5;;2000 mg;2;13,00;12;1;1;159
2237;Ceftazidima;Ceftazidima GP 500 mg/5 ml Po e solvente para solucao injectavel;10;5;71681686;9;;500 mg/5 ml;4;140,00;9;1;1;137
2238;Ceftazidima;Ceftazidima Kabi;4;6;647095568;10;;1000 mg;3;128,00;14;1;1;155
2239;Ceftazidima;Ceftazidima Kabi;13;5;878842863;3;;500 mg;2;52,00;12;1;1;155
2240;Ceftazidima;Ceftazidima Kabi;5;9;585738382;5;;2000 mg;3;99,00;10;1;1;156
